band_name,dec,oid,mjd,pixelFlags_bad,pixelFlags_saturated,psfFlux,psfFluxErr,psfFlux_flag,ra
g,-44.9320473902,170657517743374369,61235.404269188,False,False,1137.8247,188.37436,False,9.2595079208
g,-44.9319983906,170657517743374369,61233.4019208796,False,False,630.0197,107.169174,False,9.2593535974
