band,mjd,survey_id,ra,dec,oid,measurement_id,parentDiaSourceId,diaObjectId,psfFlux,psfFluxErr,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,scienceFlux,scienceFluxErr,has_stamp,visit,detector,ssObjectId,raErr,decErr,ra_dec_Cov,x,xErr,y,yErr,centroid_flag,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,isNegative,snr,psfLnL,psfChi2,psfNdata,trailFlux,trailFluxErr,trailRa,trailRaErr,trailDec,trailDecErr,trailLength,trailLengthErr,trailAngle,trailAngleErr,trailChi2,trailNdata,trail_flag_edge,dipoleMeanFlux,dipoleMeanFluxErr,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleAngle,dipoleChi2,dipoleNdata,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,templateFlux,templateFluxErr,ixx,iyy,ixy,ixxPSF,iyyPSF,ixyPSF,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,extendedness,reliability,isDipole,dipoleFitAttempted,timeProcessedMjdTai,timeWithdrawnMjdTai,bboxSize,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_suspect,pixelFlags_suspectCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,glint_trail,band_name
3,61090.1077735384,lsst,148.2866913682046,1.989703708831364,170028500535738998,170028500535738998,0,170028500535738998,-2962.727,287.1781,0,0,0,6946.9106,267.00317,False,2026021800167,4,,2.1828597e-05,1.9396597e-05,-5.2559644e-11,556.655,0.3387832,2230.8735,0.4028637,False,-3529.5774,621.8431,False,False,True,10.081113,,1704.5319,1681,-3040.1968,14.844465,148.28670416437717,,1.9897047502457894,,1.3740796,,78.861435,,,0,False,,,,,,,,0,False,False,False,9826.444,27.74325,0.19481103,0.2673604,0.09036892,0.22023687,0.24091132,0.013987766,False,False,False,False,2.8455497e-05,0.48730424,False,False,61090.109324624085,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.180597784965,lsst,148.28668254722996,1.9897185403743463,170028500535738998,170028510482006967,0,170028500535738998,-2581.4863,279.9123,0,0,0,7342.68,259.92004,True,2026021800241,31,0.0,2.3563225e-05,2.3387163e-05,1.3431406e-11,2002.6135,0.42871702,1057.6157,0.41755292,False,-2988.521,628.41614,False,False,True,9.058414,,1715.2235,1681,-2576.4954,3.0997388,148.28667815041655,,1.9897181234473118,,0.9852938,,138.46254,,,0,False,,,,,,,,0,False,False,False,9821.386,31.790075,0.19790094,0.28490493,0.010814442,0.2387017,0.20331484,0.0003976729,False,False,False,False,0.04609059,0.2797091,False,False,61090.182153915775,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18385856578,lsst,148.28668687129675,1.989735196236952,170028500535738998,170028511408424255,0,170028500535738998,-2894.6265,239.59058,0,0,0,6622.7036,216.34885,True,2026021800248,6,0.0,1.7988013e-05,1.8895975e-05,4.073535e-11,666.0429,0.35325533,3801.276,0.31020644,False,-3392.655,611.10205,False,False,True,12.075654,,1647.6259,1681,-3205.499,5.2173076,148.2867000659025,,1.9897396250635742,,1.2862345,,68.33554,,,0,False,,,,,,,,0,False,False,False,9442.684,35.001728,0.2533787,0.19167998,0.07774079,0.1800478,0.15074235,0.00020118924,False,False,False,False,0.3901436,0.5503014,False,False,61090.18537434362,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18572755182,lsst,148.2866653451292,1.9897312777182359,170028500535738998,170028511944246732,0,170028500535738998,-2559.8088,259.6911,0,0,0,7158.321,234.44997,True,2026021800252,4,0.0,1.6894246e-05,1.8116643e-05,2.0355802e-11,1031.7814,0.33038476,3602.5637,0.3002473,False,-2531.5813,626.1981,False,False,True,9.664311,,1684.0681,1681,-2579.6865,6.892397,148.28666810616014,,1.9897270821322361,,1.0410124,,56.889084,,,0,False,,,,,,,,0,False,False,False,9616.859,29.50228,0.17886579,0.14105561,0.050392248,0.19276443,0.17850661,0.01314241,False,False,False,False,0.08515518,0.29455045,False,False,61090.18732609432,,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.186195496266,lsst,148.28670023347996,1.9897136036608174,170028500535738998,170028512077415875,0,170028500535738998,-2781.8005,261.28317,0,0,0,7116.5874,233.69969,True,2026021800253,2,0.0,1.5370497e-05,1.8949167e-05,4.8952047e-11,1825.4427,0.34936574,3339.2915,0.2670934,False,-2905.8044,643.1125,False,False,True,10.496292,,1672.5923,1681,-2805.4927,15.282213,148.28669372266066,,1.989712162665442,,0.9480037,,-7.1999803,,,0,False,,,,,,,,0,False,False,False,9787.283,31.092657,0.18236648,0.13038169,-0.034787927,0.18586215,0.16855484,0.019032868,False,False,False,False,0.05957861,0.5339512,False,False,61090.18771403295,,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.21468858524,lsst,148.28670942158382,1.989718445067276,170028500535738998,170028518524060896,0,170028500535738998,-2807.7693,282.4016,0,0,0,6693.5825,263.50403,True,2026021800301,10,0.0,1.994734e-05,2.14866e-05,-4.083647e-12,588.76166,0.38710707,2806.834,0.35982054,False,-3030.81,697.0001,False,False,True,9.901375,,1646.5334,1681,-3120.348,12.006074,148.28670611070007,,1.9897150914413995,,1.5677656,,-38.31923,,,0,False,,,,,,,,0,False,False,False,9464.391,33.80469,0.27960065,0.18491481,-0.1269389,0.17323595,0.17039156,0.0035622178,False,False,False,False,0.4133023,0.5858737,False,False,61090.216203738106,,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.21608362456,lsst,148.28666369048622,1.9897288166005471,170028500535738998,170028518926189121,0,170028500535738998,-2757.691,296.11713,0,0,0,7094.295,285.36615,True,2026021800304,9,0.0,1.8784338e-05,2.6876993e-05,-8.628382e-11,3502.12,0.49053034,340.34583,0.3297956,False,-3257.518,700.2665,False,False,True,9.183928,,1703.1322,1681,-2804.406,7.5007114,148.28666134040665,,1.9897279791039468,,1.2457083,,-35.54573,,,0,False,,,,,,,,0,False,False,False,9763.324,30.800829,0.26377267,0.1552301,-0.056568436,0.19659065,0.17878503,-0.0045591006,False,False,False,False,0.06163695,0.52300984,False,False,61090.21779368105,,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.21794257563,lsst,148.2866924001272,1.989738462314862,170028500535738998,170028519469351904,0,170028500535738998,-2736.0396,280.14532,0,0,0,6805.377,262.34116,False,2026021800308,21,,2.2118464e-05,2.1554966e-05,1.4868532e-11,677.88025,0.38524213,1767.1617,0.4017168,False,-3559.8926,678.1307,False,False,True,9.737412,,1713.8265,1681,-2529.3816,0.63059145,148.28669504404414,,1.9897404798048473,,0.5264936,,-63.00256,,,0,False,,,,,,,,0,False,False,False,9480.1,30.755882,0.1995594,0.19416927,-0.011659377,0.17661531,0.18054242,0.0017036288,False,False,False,False,0.045834385,0.50391525,False,False,61090.2196278559,,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.219809445116,lsst,148.28672067849263,1.9897505511329865,170028500535738998,170028520006747341,0,170028500535738998,-2823.8386,356.3798,0,0,0,6998.273,334.7248,True,2026021800312,22,0.0,3.275103e-05,2.9187819e-05,3.6715683e-10,2595.8542,0.43343806,3402.25,0.6614383,False,-2690.099,712.1627,False,False,True,7.858514,,1678.8296,1681,-2804.5935,27.029686,148.2867154059583,,1.9897447724294597,,1.2302197,,-123.37808,,,0,False,,,,,,,,0,False,False,False,9718.6,25.35404,0.15781319,0.30620623,-0.008295627,0.26162153,0.30416447,0.0043971017,False,False,False,False,0.20498003,0.23796706,False,False,61090.22131005839,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
4,61090.237012593454,lsst,148.28667553670755,1.9897197451134228,170028500535738998,170028524161205243,0,170028500535738998,-2925.1821,466.04254,0,0,0,5760.2734,433.09885,True,2026021800343,10,0.0,2.0883237e-05,4.0581253e-05,3.605633e-11,2327.4487,0.73118186,2035.7979,0.37643707,False,-2456.2725,1106.2756,False,False,True,6.166198,,1723.7919,1681,-3086.5051,20.137285,148.2866871718131,,1.9897036132524797,,1.5235909,,19.69018,,,0,False,,,,,,,,0,False,False,False,8613.135,72.75626,0.3001874,0.084420115,0.078499764,0.21309249,0.19133167,-0.014482223,False,False,False,False,0.012104137,0.15786602,False,False,61090.23841887116,,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
