band_name,dec,oid,mjd,pixelFlags_bad,pixelFlags_saturated,psfFlux,psfFluxErr,psfFlux_flag,ra
g,-43.5776681296,170657517692518430,61235.404269188,False,False,1265.0463,203.64442,False,11.5962465036
g,-43.5776471487,170657517692518430,61233.4019208796,False,False,773.53876,114.79064,False,11.5961668287
