band,mjd,survey_id,ra,dec,oid,measurement_id,parentDiaSourceId,diaObjectId,psfFlux,psfFluxErr,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,scienceFlux,scienceFluxErr,has_stamp,visit,detector,ssObjectId,raErr,decErr,ra_dec_Cov,x,xErr,y,yErr,centroid_flag,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,isNegative,snr,psfLnL,psfChi2,psfNdata,trailFlux,trailFluxErr,trailRa,trailRaErr,trailDec,trailDecErr,trailLength,trailLengthErr,trailAngle,trailAngleErr,trailChi2,trailNdata,trail_flag_edge,dipoleMeanFlux,dipoleMeanFluxErr,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleAngle,dipoleChi2,dipoleNdata,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,templateFlux,templateFluxErr,ixx,iyy,ixy,ixxPSF,iyyPSF,ixyPSF,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,extendedness,reliability,isDipole,dipoleFitAttempted,timeProcessedMjdTai,timeWithdrawnMjdTai,bboxSize,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_suspect,pixelFlags_suspectCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,glint_trail,band_name
3,61090.1077735384,lsst,150.41761059607458,0.7579790292475438,314011777182990477,170028500599177418,0,314011777182990477,-3779.5308,295.3485,0,0,0,11694.284,293.2881,False,2026021800167,125,,1.5892585e-05,1.6215301e-05,6.0556e-12,3613.4841,0.29371902,3887.6726,0.28480864,False,-2961.8137,582.78815,False,False,True,12.684395,,1602.2703,1681,-3443.095,7.465975,150.41761284991352,,0.7579786897050991,,0.57274336,,-59.63245,,,0,False,,,,,,,,0,False,False,False,15523.632,12.080117,0.19986719,0.22736828,-0.0035745003,0.2732194,0.2647498,0.0038612373,False,False,False,False,0.2483848,0.61674386,False,False,61090.10954403959,,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.180597784965,lsst,150.41756386740914,0.7579216081059325,314011777182990477,170028510553309304,0,314011777182990477,-3466.745,268.75674,0,0,0,11994.481,263.60464,False,2026021800241,167,,1.9735155e-05,1.6327222e-05,1.6192182e-10,4010.3496,0.40316746,3012.4397,0.22440895,False,-3164.534,584.9047,False,False,True,12.533871,,1627.7354,1681,-3760.8015,3.2875667,150.41756971050907,,0.7579309977088454,,1.552271,,41.500893,,,0,False,,,,,,,,0,False,False,False,15535.459,15.774066,0.3670011,0.13876455,-0.060117893,0.2726015,0.18377373,0.005257696,False,False,False,False,0.06477995,0.6660387,False,False,61090.18232650496,,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18106558244,lsst,150.41753300440905,0.7579742765819704,314011777182990477,170028510669701265,0,314011777182990477,-3149.6047,260.52798,0,0,0,12524.176,256.1697,False,2026021800242,133,,1.9628957e-05,1.802217e-05,1.0885702e-10,3519.6038,0.38950738,3412.0588,0.2802439,False,-1999.8962,573.87506,False,False,True,12.015193,,1731.9901,1681,-3370.9514,15.694463,150.41753160533304,,0.7579725845214234,,1.3424375,,68.43314,,,0,False,,,,,,,,0,False,False,False,15685.958,16.72747,0.30157173,0.14329411,0.048409853,0.24955651,0.1935519,-0.002351391,False,False,False,False,8.720341e-05,0.44708988,False,False,61090.182869346296,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18153057039,lsst,150.4175697312814,0.7579711606863613,314011777182990477,170028510819647618,0,314011777182990477,-3781.0776,268.2316,0,0,0,12011.089,263.00946,False,2026021800243,163,,1.4959366e-05,1.4532667e-05,3.701254e-11,3881.4058,0.28756258,2097.2456,0.24172075,False,-3128.0789,576.3154,False,False,True,14.00286,,1615.4783,1681,-3592.859,1.9302336,150.41756889927257,,0.7579704376236498,,0.5639702,,31.491222,,,0,False,,,,,,,,0,False,False,False,15812.344,14.683976,0.22190475,0.19975619,-0.008177281,0.2805088,0.19402896,0.0059439773,False,False,False,False,0.071102016,0.6505292,False,False,61090.183365451914,,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.182463713754,lsst,150.4175556637001,0.7579619848175629,314011777182990477,170028511088083080,0,314011777182990477,-3101.0962,250.82211,0,0,0,12528.672,244.83455,False,2026021800245,163,,1.9057801e-05,1.9209017e-05,6.9734135e-11,280.2948,0.37608337,3320.271,0.31028938,False,-4191.1816,568.7822,False,False,True,12.233982,,1642.9794,1681,-3110.47,0.7392892,150.41755483362076,,0.7579676189380858,,0.9425102,,6.318608,,,0,False,,,,,,,,0,False,False,False,15639.842,17.40849,0.24037564,0.21876009,-0.039400086,0.21731596,0.17391613,0.0149459,False,False,False,False,0.13726173,0.64685434,False,False,61090.18428927558,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.182928447764,lsst,150.41755374866653,0.7579728180578994,314011777182990477,170028511221776552,0,314011777182990477,-2912.8147,242.77875,0,0,0,12756.73,237.11414,False,2026021800246,162,,2.7593876e-05,2.9314147e-05,3.2059422e-10,725.7237,0.60701716,2896.5854,0.3974701,False,-2837.1526,575.35706,False,False,True,11.695754,,1663.0878,1681,-3148.2517,1.8026321,150.41755378630737,,0.757971893160584,,1.2996105,,22.78387,,,0,False,,,,,,,,0,False,False,False,15687.072,15.110016,0.31671965,0.18023585,-0.048865713,0.1941599,0.15992156,0.0041856705,False,False,False,False,0.5145067,0.55985844,False,False,61090.18484619741,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18385856578,lsst,150.41754563675005,0.7579906790143958,314011777182990477,170028511491784841,0,314011777182990477,-3497.3052,249.55544,0,0,0,12103.172,244.39569,False,2026021800248,165,,1.6408132e-05,1.7230825e-05,3.66032e-11,3896.3708,0.32341805,1410.7084,0.281658,False,-3763.4968,578.2057,False,False,True,13.912949,,1818.847,1681,-3760.6697,1.003751,150.41754557932603,,0.7579905250335592,,1.1522828,,-4.166695,,,0,False,,,,,,,,0,False,False,False,15631.251,18.749903,0.28113383,0.25296935,-0.061257057,0.2079758,0.18199827,-0.0026852107,False,False,False,False,0.48714703,0.66141593,False,False,61090.18568075331,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18432797135,lsst,150.41753214985516,0.7579737369878509,314011777182990477,170028511605031085,0,314011777182990477,-3538.3167,237.8622,0,0,0,11966.117,233.09972,False,2026021800249,125,,1.3665533e-05,1.4422325e-05,2.1750319e-11,3511.1204,0.26825145,3720.9778,0.23713392,False,-2623.4033,561.6945,False,False,True,14.956563,,1775.2859,1681,-3514.0737,0.59304184,150.41753126605522,,0.757977070526137,,0.80196655,,6.5538754,,,0,False,,,,,,,,0,False,False,False,15482.754,14.306923,0.21671723,0.17944957,-0.022358276,0.18854503,0.16663902,0.001781948,False,False,False,False,0.057523776,0.6545041,False,False,61090.18626183669,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.18479328063,lsst,150.4175979044085,0.7579427096252688,314011777182990477,170028511739248781,0,314011777182990477,-3071.9268,240.25803,0,0,0,11995.365,234.88838,False,2026021800250,125,,1.4714771e-05,1.5281907e-05,1.3913247e-11,1484.1967,0.27995408,709.97327,0.2602661,False,-2978.895,568.6406,False,False,True,12.688856,,1579.5776,1681,-3064.1353,1.5042168,150.41759898548426,,0.7579435463610864,,0.90057135,,-0.83019537,,,0,False,,,,,,,,0,False,False,False,15074.624,14.318015,0.21120228,0.1725479,-0.03231066,0.19732836,0.16452225,-0.0028466464,False,False,False,False,0.01646319,0.64503634,False,False,61090.186769129374,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
3,61090.186195496266,lsst,150.4175677105884,0.7579629596796316,314011777182990477,170028512145571968,0,314011777182990477,-3562.6025,225.7967,0,0,0,12061.158,219.1932,False,2026021800253,132,,1.0326335e-05,1.2206607e-05,1.720951e-11,2101.3035,0.22431633,332.60934,0.18057074,False,-2965.6548,569.17114,False,False,True,15.626373,,1580.6918,1681,-3434.0764,2.8307939,150.41756638067653,,0.7579619342083164,,0.7486281,,42.923153,,,0,False,,,,,,,,0,False,False,False,15631.05,19.091118,0.16793586,0.13290799,0.018780246,0.14625667,0.1412346,-0.005108262,False,False,False,False,0.007731073,0.6646283,False,False,61090.18794668075,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i
