band,mjd,survey_id,ra,dec,oid,measurement_id,parentDiaSourceId,diaObjectId,psfFlux,psfFluxErr,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,scienceFlux,scienceFluxErr,has_stamp,visit,detector,ssObjectId,raErr,decErr,ra_dec_Cov,x,xErr,y,yErr,centroid_flag,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,isNegative,snr,psfLnL,psfChi2,psfNdata,trailFlux,trailFluxErr,trailRa,trailRaErr,trailDec,trailDecErr,trailLength,trailLengthErr,trailAngle,trailAngleErr,trailChi2,trailNdata,trail_flag_edge,dipoleMeanFlux,dipoleMeanFluxErr,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleAngle,dipoleChi2,dipoleNdata,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,templateFlux,templateFluxErr,ixx,iyy,ixy,ixxPSF,iyyPSF,ixyPSF,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,extendedness,reliability,isDipole,dipoleFitAttempted,timeProcessedMjdTai,timeWithdrawnMjdTai,bboxSize,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_suspect,pixelFlags_suspectCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,glint_trail,band_name
4,61090.19701994756,lsst,149.7105527049206,0.4424055402159035,170028514360165546,170028514360165546,0,170028514360165546,-5178.9404,495.29077,0,0,0,13812.197,475.7032,True,2026021800270,4,0.0,2.2935043e-05,2.3373595e-05,1.5541755e-10,2309.7375,0.3513732,2937.6506,0.4743469,False,-5230.2705,1072.8608,False,False,True,10.258808,,1645.3649,1681,-5385.585,6.862458,149.71054251963818,,0.4424064736145503,,1.503225,,-106.11995,,,0,False,,,,,,,,0,False,False,False,18599.793,39.68985,0.21948422,0.330311,-0.10270423,0.21312596,0.23012902,-0.009260822,False,False,False,False,0.2745434,0.6772964,False,False,61090.198476079546,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.1981869452,lsst,149.7105745350732,0.44241925203525545,170028514360165546,170028514667398147,0,170028514360165546,-5721.514,515.0879,0,0,0,12777.754,496.59467,True,2026021800272,78,0.0,1.8145543e-05,1.7318585e-05,-2.4888008e-11,2927.202,0.30495265,2085.055,0.33382922,False,-6194.31,1067.6381,False,False,True,10.937257,,1733.7672,1681,-5133.519,33.90213,149.71058314624642,,0.4424131330099152,,0.5188821,,-25.738409,,,0,False,,,,,,,,0,False,False,False,18387.574,39.197556,0.15711406,0.1655552,-0.010912858,0.24716897,0.25883034,0.012186419,False,False,False,False,0.5651551,0.74244267,False,False,61090.19959275571,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.198652162435,lsst,149.71049503468933,0.4423800739327783,170028514360165546,170028514822063142,0,170028514360165546,-5185.1196,585.8358,0,0,0,12672.398,566.92346,True,2026021800273,117,0.0,3.665193e-05,3.117788e-05,-2.4735725e-10,2603.0833,0.52558684,81.49812,0.68991387,False,-5031.3125,1114.5178,False,False,True,8.805098,,1616.4359,1681,-5884.18,32.341133,149.71050030862955,,0.44238015623712645,,1.9820236,,82.46088,,,0,False,,,,,,,,0,False,False,False,17677.63,35.400066,0.30578586,0.4633645,0.19932319,0.30307624,0.33471352,0.016615804,False,False,False,False,0.28770393,0.37944007,False,False,61090.20009324713,,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.200979016816,lsst,149.7105394060102,0.44242169530780573,170028514360165546,170028515472703791,0,170028514360165546,-5680.118,707.89374,0,0,0,13259.899,699.84894,True,2026021800278,78,0.0,3.9259354e-05,2.9530182e-05,-1.4017851e-10,65.62831,0.5243368,3474.506,0.7137089,False,-5707.4824,1120.3376,False,False,True,7.873773,,1732.863,1681,-5832.1836,9.994153,149.71054261727699,,0.44242447096509235,,1.1309936,,37.21055,,,0,False,,,,,,,,0,False,False,False,18258.457,24.20298,0.5286299,0.4576778,0.044512063,0.5442519,0.52092767,-0.025905082,False,False,False,False,0.07064703,0.15796366,False,False,61090.202812787174,,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.20283718435,lsst,149.71053323355832,0.4424287926823848,170028514360165546,170028516008001628,0,170028514360165546,-5129.8936,689.18713,0,0,0,14400.137,707.5101,False,2026021800282,75,,4.550407e-05,3.4228342e-05,7.420756e-12,147.93332,0.6178985,134.16797,0.8197677,False,-5096.5234,1136.0856,False,False,True,7.445794,,1720.1721,1681,-5142.7627,0.1656198,149.71053943510668,,0.4424200792385143,,1.3734548,,-74.9539,,,0,False,,,,,,,,0,False,False,False,18960.238,26.574516,0.33661216,0.48788768,-0.04570515,0.45542514,0.4347244,-0.0066623553,False,False,False,False,0.05894123,0.15116467,False,False,61090.204523245135,,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.23098339236,lsst,149.71057281832594,0.4423888643784981,170028514360165546,170028522472997552,0,170028514360165546,-5354.477,578.3455,0,0,0,13080.419,571.7806,True,2026021800330,118,0.0,2.8229293e-05,2.9447934e-05,1.4903234e-10,2039.0973,0.5659805,3895.5496,0.46930185,False,-7286.1562,1111.5588,False,False,True,9.150696,,1772.9667,1681,-6765.5283,48.719208,149.71055716037193,,0.44243012492525235,,3.0153775,,-10.67694,,,0,False,,,,,,,,0,False,False,False,18532.705,33.754883,0.682834,0.8225786,-0.5180369,0.28912613,0.33935088,-0.0032997343,False,False,False,False,0.99999976,0.5467146,False,False,61090.23243849176,,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.23141905581,lsst,149.71060322543693,0.4424009777054543,170028514360165546,170028522610360675,0,170028514360165546,-4311.419,569.46204,0,0,0,13663.186,560.81946,True,2026021800331,124,0.0,3.1088883e-05,3.423014e-05,4.1219006e-10,987.19165,0.6972851,1743.0646,0.45747155,False,-2624.5266,1137.9076,False,False,True,7.6000576,,1597.1265,1681,-4559.9775,14.631425,149.71060343458888,,0.4423881510993301,,1.53811,,48.070736,,,0,False,,,,,,,,0,False,False,False,18035.79,34.057457,0.40393618,0.17499651,0.04226134,0.2970319,0.27944607,-0.004901385,False,False,False,False,0.00013110357,0.29231617,False,False,61090.23303115116,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.23188517154,lsst,149.71056941110217,0.4423573698529705,170028514360165546,170028522740909273,0,170028514360165546,-5012.1743,625.279,0,0,0,13032.195,607.96423,True,2026021800332,117,0.0,3.7046222e-05,3.497135e-05,-2.0236432e-10,3441.2766,0.59339976,462.1117,0.7006722,False,-4804.604,1161.3695,False,False,True,7.984007,,1674.7225,1681,-4831.9097,6.890741,149.71056110434455,,0.44235009613424753,,0.75620073,,-44.42882,,,0,False,,,,,,,,0,False,False,False,17812.93,29.727745,0.37224042,0.41830575,-0.008951841,0.31146052,0.37414366,0.009700914,False,False,False,False,0.18237694,0.32103118,False,False,61090.233263770475,,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.23235107787,lsst,149.71055251416408,0.4423882344908367,170028514360165546,170028522875126694,0,170028514360165546,-5968.9404,618.58514,0,0,0,12572.266,606.43146,True,2026021800333,117,0.0,2.3573168e-05,2.6199534e-05,1.3390607e-10,3323.6572,0.50064886,2722.997,0.39137247,False,-6494.8833,1171.4991,False,False,True,9.496381,,1556.4352,1681,-5905.884,33.42897,149.7105546486747,,0.4423810015716526,,1.3783213,,11.948886,,,0,False,,,,,,,,0,False,False,False,18413.459,30.447424,0.32711652,0.17935404,-0.061639864,0.3072471,0.31595272,-0.010698208,False,False,False,False,0.23977064,0.59904516,False,False,61090.23383533124,,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
4,61090.23328397336,lsst,149.71058692215595,0.44238719072706484,170028514360165546,170028523143561356,0,170028514360165546,-5985.9497,621.5674,0,0,0,12178.134,613.9244,False,2026021800335,117,,2.2190256e-05,2.1408438e-05,-2.086476e-11,429.26608,0.38227332,1642.4795,0.40380317,False,-4962.54,1184.2621,False,False,True,9.401324,,1682.8105,1681,-5822.9644,24.727745,149.71058374270476,,0.4423771247955272,,1.1892779,,-36.141582,,,0,False,,,,,,,,0,False,False,False,18167.174,29.86796,0.1910508,0.2681348,-0.057351418,0.3608903,0.32378802,-0.039969355,False,False,False,False,0.6061865,0.58845854,False,False,61090.234871370194,,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,z
